ticker,date,ret,year,month,month_name
XRP-USD,2024-05-31,0.03546527712138414,2024,5,May
XRP-USD,2024-06-30,-0.08172455653934818,2024,6,June
XRP-USD,2024-07-31,0.3122214198045674,2024,7,July
XRP-USD,2024-08-31,-0.09235830977175208,2024,8,August
XRP-USD,2024-09-30,0.07977734498833611,2024,9,September
XRP-USD,2024-10-31,-0.16722212296107286,2024,10,October
XRP-USD,2024-11-30,2.8177136303181607,2024,11,November
XRP-USD,2024-12-31,0.06995806902536339,2024,12,December
XRP-USD,2025-01-31,0.45924674220479367,2025,1,January
XRP-USD,2025-02-28,-0.293147203536684,2025,2,February
XRP-USD,2025-03-31,-0.025959304735335476,2025,3,March
XRP-USD,2025-04-30,0.04864355383044039,2025,4,April
XRP-USD,2025-05-31,-0.007527478074546123,2025,5,May
XRP-USD,2025-06-30,0.029281926079565146,2025,6,June
XRP-USD,2025-07-31,0.35127643264673747,2025,7,July
XRP-USD,2025-08-31,-0.05481656081345576,2025,8,August
